	Genre	actual	char	line	pred	linelength
12759	Mystery	0	WIFE	you're from rome, aren't you? i knew right away because i'm from viterbo... he was a soldier there and so...  i don't like it very much, here.	1.0	27
12760	Crime	1	SHROT	he's left his office, we think he's gone back to the day care for some reason. can you tell me why, gary?  whatever you say.  wants to consult with phil. was it phil's idea to run the fingerprints?	1.0	38
12761	War	1	WARDEN	leave dynamite to me. he signs most anything i put in front of him `thout readies it.	1.0	17
12762	Fantasy	1	QUINN	my neighbor ryan blood...looks like he's spying on me.	1.0	9
12763	Adventure	1	HARRY	what?	1.0	1
12764	Mystery	1	HAHN	what was that, captain?	1.0	4
12765	Crime	1	RED	numtoknumtok	1.0	1
12766	Comedy	1	CHIEF	about an hour ago, we received this transmission from the north pole.	1.0	12
12767	Crime	1	TEDDY	we rented a loft in sunnyvale.  you know what's the bad part? we can't talk about work anymore. we're competitors! the venture capitalists made us sign like numtoknumtoknumtok confidentiality forms.	1.0	30
12768	Mystery	1	GITTES	yes?	1.0	1
12769	Romance	0	VIVIAN	and then he'll run our lives and take our money. no.	1.0	11
12770	Crime	0	EUNICE	i am an fbi agent who is controlling this investigation from within, in order to ensure that you gentlemen never see the inside of a prison cell. i am conspiring to do this with three like minded individuals who have aided you in the past. though i have yet to inform them of my agenda because, well girl's gotta have her fun.	1.0	62
12771	Drama	1	JACK	yeah. i know.  well, i kept my promise.	0.0	8
12772	Adventure	1	ELI	 how many feet are left in that camera?	1.0	8
12773	Romance	1	THOMAS	what girl, what does she know?  why don't you let her hold the baby once in a while?! your mother, boy, she wantsa take the kid for a day, that's fine!	1.0	31
12774	Drama	1	ALEX	since i haven't been able to find isela since coming back, you're going to have to translate for me -- what the hell does that mean?	1.0	26
12775	Crime	0	MARTHA	we felt so sorry for him.	1.0	6
12776	Romance	1	DOCTOR	now, mrs. singer, i can't find anything --	0.0	8
12777	Drama	0	NICOLE	 hi.	1.0	1
12778	Adventure	1	ROBIN	surely the lord has the charity spare a few barrels to good christian men.	1.0	14
12779	Sci-Fi	1	DIGGS	a s what? john and jane doe?	1.0	7
12780	Mystery	1	SPRADLING	kaffee --	1.0	2
12781	Fantasy	0	BELLA	you just have to... stop. numtoknumtok.	1.0	6
12782	Romance	1	JACQUES	padre?	1.0	1
12783	Romance	1	BARRY	rob!  what about the beatles?  what about the fucking rolling stones? what about fucking... fucking... beethoven?  track one side one of the fifth symphony?  you shouldn't be allowed to run a record shop. you shouldn't be allowed to --	1.0	39
12784	Mystery	0	COREY	have fun.	1.0	2
12785	Sci-Fi	0	FERRIS	and i'm not saying you are.	1.0	6
12786	Crime	1	BANE	track him. make sure both bodies will not be found. then brick up the south tunnel.	1.0	16
12787	Drama	0	ELIZABETH	yes, i can hardly wait. wonderful place.	1.0	7
12788	Sci-Fi	1	PARKINS	 you don't have to go. i'm not shy.	0.0	8
12789	Romance	1	MICHAEL	 first off, letty, can you tell me where you are?	1.0	10
12790	Romance	0	SIBLEY	it's my job, sir. please, sit down.	1.0	7
12791	Romance	1	ALVY	i'm following you and david, if you-	1.0	7
12792	Drama	0	ROLLERGIRL	dream, dream, dream, dream, dream.	1.0	5
12793	Mystery	1	JOE	just follow me! ) donny! hey! donny, wake up!  we have to get out of here!	1.0	16
12794	Fantasy	1	BOROMIR	"one day our paths will lead us there, and the tower guards shall take up the call ""the lords of gondor have returned."""	1.0	23
12795	Fantasy	1	NORRINGTON	it's a curious thing. there was a time when i would've given anything for you to look like that while thinking about me.	1.0	23
12796	Horror	0	GWEN	what's wrong, trev?	1.0	3
12797	Mystery	1	DUDE	he thought i had your father's money, so he got me out of the way while he looked for it.	0.0	20
12798	Adventure	1	JAY	 --fuck, fuck, fuck, mother-mother fuck, mother-mother fuck-fuck! mother- fuck-, mother-fuck, mother-fuck, noinch, noinch, noinch, smoking weed, smoking weed, doing coke, drinking beers!  drinking beers, beers, beers, rolling fatties, smoking blunts! who smokes the blunts? we smoke the blunts!	1.0	38
12799	Mystery	1	YUSUF	which are?	1.0	2
12800	Romance	1	POLICEMAN	numtoknumtoknumtok i will pretend that i didn't hear you. i will also pretend i noticed neither how drunk you are nor your affronts to authority, mr. martel.	1.0	27
12801	Crime	1	LEFTY	you know something, nicky, you don't make no fucking sense sometimes.	1.0	11
12802	Crime	0	JULIET	farewell!	1.0	1
12803	Drama	1	JERRY	the paper said it was electrical; a freak accident.	1.0	9
12804	Drama	1	OKRA	if you become a widow, you will need someone around to fix the whatnots. we like for the widow to marry someone in the lodge. i know gideon ain't gone yet, but there will be a lot of his old friends coming around to get in line. i just want you to consider this as a kind of a conditional proposal, to be first in line so to speak.	1.0	69
12805	Comedy	1	RICK	duck!	1.0	1
12806	Crime	1	COSTELLO	you swear on your mother's grave that you're not a cop.	1.0	11
12807	Romance	1	PAULIE	like it would make a difference if you were, right?  this guy's a friend and now he's takin' ya out.	1.0	20
12808	Mystery	1	FERRIE	everybody!  the agency.  the mob. the cubans.  yeah, follow the cubans. check them out.  here, in dallas, miami.  check out a guy named eladio del valle.  my paymaster when i flew missions into cuba - he's somewhere in miami.  you're on the right track.	1.0	44
12809	Mystery	0	LIZ	that sounds dandy, but it doesn't replace a father and a husband on easter day.	1.0	15
12810	Drama	0	AMELIA	i won't be long. i promise. numtoknumtoknumtok   ext. desert -- day amelia desperately looks through the desert.   she also looks dehydrated. she drifts. numtoknumtoknumtok   ext. desert -- day amelia drags her feet as she walks.   she can go no further. numtoknumtoknumtok   ext. desert -- day amelia sees a small hillock and climbs it with difficulty. she surveys the environs from the top. in the distance she sees a border patrol truck driving down a path. numtoknumtoknumtok. with great effort, amelia runs down the hill.	1.0	84
12811	Mystery	1	PAUL	hi. how are you ?	1.0	5
12812	Adventure	1	HENRY	what did you find, junior?	1.0	5
12813	Drama	0	REPORTER	are you against our troops mr wilson?	1.0	7
12814	Mystery	1	PRYCE	three of us down here -- numtoknumtok, numtoknumtok hours at the most.	1.0	12
12815	Sci-Fi	0	EVEY	yes, v? v may i ask you for a favor?	0.0	10
12816	Action	0	SAMANTHA	you gonna be afraid of things all your life? huh? that what you want?	1.0	14
12817	Romance	0	QUEEN	what do you love so much? viola your majesty	1.0	9
12818	Romance	0	JEANNE	yes, on advertising hoardings.	1.0	4
12819	Romance	1	PAUL	like that.	1.0	2
12820	Horror	1	JOSH	because i wanted to help you. to put your mind at ease, and if this helped, then great. but to drag dalton into this? no.	1.0	25
12821	Romance	1	FISHER	then come for dinner.	1.0	4
12822	Sci-Fi	1	SHINZON	i want to know where i come from. the remans gave me a future.  you can tell me about my past.	1.0	21
12823	Drama	1	BILLY	that's not the right soap. we use the kind in the green and yellow box.	1.0	15
12824	Crime	1	JOHNNIE	caesar, i don't know what you're thinking here, but if you don't put down that gun --	0.0	17
12825	Mystery	0	BREE	how would i remember?	1.0	4
12826	Drama	1	RATSO	mr. mcneill, i'm calling for miss beecham at the barbizon hotel for women. she won't need you tonight...	1.0	18
12827	Comedy	1	TAYLOR	darla, i don't think i can do this.	1.0	8
12828	Crime	1	SIMEON	i can't deny, it takes some getting used to. last week we were trying to beat their brains in and now we're going into business together.	1.0	26
12829	Drama	0	RITA	 then keep dialing --  what i mean is that at this point in my career, i can't afford to.	1.0	19
12830	Romance	0	VIVIAN	so, where are we going ?	1.0	6
12831	Adventure	1	HENRY	well, he who finds the grail must face the final challenge.	1.0	11
12832	Romance	1	RONNIE	okay.	1.0	1
12833	Romance	0	ELINOR	he made me no promises. he tried to tell me about lucy.	1.0	12
12834	War	1	SZPILMAN	 yitzchak!	1.0	1
12835	Crime	1	MURPHY	what the...did they use his mug shot?	1.0	7
12836	Mystery	0	LISA	he was set up!  you both were.  if paul kills you, you're both out of the picture.	1.0	17
12837	Crime	0	CASS	dammit...	1.0	1
12838	Crime	1	DUFFY	she was assigned to ocd two years back she can shoot a gun, set three course records during her training.	1.0	20
12839	Romance	0	ERICA	it's an epidemic. y	1.0	4
12840	Drama	1	WILLIE	 right over there, that's going to b the main building... fifteen storie high, like on the model. over there that's the laboratory. finest technical equipment in the world.	1.0	28
12841	Romance	1	CARL	 i'm out of town.	1.0	4
12842	Romance	0	JEANNE	where are you going?	1.0	4
12843	Action	1	BAFFERT	i've got to stop in there... mr. korda, do you know frank antonucci?	1.0	13
12844	Drama	0	GRAHAM	slick as hell.	1.0	3
12845	Drama	1	BILLY	i say it's just starting.	1.0	5
12846	Drama	1	GANDHI	but you're a rich man -- why do you put up with it?	1.0	13
12847	Drama	0	ROBERTA	who told you that?	1.0	4
12848	Fantasy	0	TAMI-LYNN	teddy, come on-- we're gonna have pop tarts and cigarettes with my mom before she goes to work.	1.0	18
12849	Romance	0	FLORA	i hope you've scrubbed your hands. oh, it's in tune.	1.0	10
12850	Romance	1	STAINER	kirky! in junior high i peed my pants in class and eric started calling me stainer, remember?	1.0	17
12851	Drama	0	RAE	mm-mm... mm-mm...	1.0	2
12852	Drama	0	CAROLYN	oh, no. i understand completely.  in order to be successful, one must project an image of success. at all times.	1.0	20
12853	Romance	0	ERICA	yeah? i don't think so. my daughter's in the city and you what, wandered in here,like high on ecstasy..?.  shit. i dialed numtok-numtok-numtok. 	1.0	23
12854	Adventure	0	ELEKTRA	what is it?	1.0	3
12855	Crime	1	DENG	the acholi people were farmers before they were driven from their ancestral homeland. each year they blessed the soi before a planting.	1.0	22
12856	Romance	1	ROB	"i could've ended up having sex back there.  and what better way to exorcize rejection demons than to screw the person who rejected you, right?  but you wouldn't be sleeping with a person.  you'd be sleeping with a whole sad single-person culture.  it'd be like sleeping with talia shire in ""rocky"" if you weren't rocky."	1.0	55
12857	Comedy	1	TIM	she is married. and you're just... what is wrong with you?	1.0	11
12858	Drama	0	NIKKI	 will somebody please scrub my back?	1.0	6
12859	Comedy	1	MARK	that makes me very horny.	1.0	5
12860	Drama	1	HEARST	i can't see how the release of that picture will do anyone any good, really.	1.0	15
12861	Romance	1	MINISTER	"....disciples began to chastise them, and jesus said ""let the children come to me, do not hinder them, for the kingdom of god belongs to such as these.  he laid his hands on their heads before he left that place, let us pray in silence."	1.0	45
12862	Action	1	KARL	 and if he alters it...?                              * numtoknumtok-a    hostages - around the corner                          numtoknumtok-a	1.0	13
12863	Sci-Fi	0	HELEN	now who was it?	1.0	4
12864	Drama	1	SAYER	 i'm not sure i can arrange that.	1.0	7
12865	Romance	1	JACQUES	what's wrong?	1.0	2
12866	Romance	1	COL	it takes all types.	1.0	4
12867	War	1	WALLACE	i'm dreaming.	1.0	2
12868	Drama	0	SAMMY	well, i did work it out -- more or less --	1.0	11
12869	Drama	1	HESHER	come on, like this -	1.0	5
12870	Romance	0	JUNO	yeah, but didn't you love vanessa when you married her? if you love someone once, you can love them again, i know it. my friend leah has gone out with the same guy, like, four times. you're just not trying.	0.0	40
12871	Sci-Fi	1	SHINZON	i can feel your hunger to know the reman ways... the old ways.	1.0	13
12872	Comedy	0	CHRISTY	he asked me to the prom! me! we're practically engaged!	0.0	10
12873	Western	1	STEVE	 maybe you shoulda killed him.	1.0	5
12874	Sci-Fi	0	JANET	oh - oh - no - stop - i mean help.	0.0	11
12875	Sci-Fi	1	BUD	what happened?	1.0	2
12876	Crime	1	MILO	i thought, instead of indulging all these paranoid delusions, risking my job, alienating gary, scaring you, i should do something useful with my grief. help them find teddy's killers.	1.0	29
12877	Drama	1	TED	no. if i'm not here, you go home with thelma and kim.	1.0	12
12878	Comedy	0	LILA	such as my man and how to please him!  such as making wonderful dinners for my man!  such as looking pretty for my man!  and i'm writing an article on quilting for the ladies home journal!	1.0	36
12879	Comedy	1	PETE	i don't want to get on the table.	1.0	8
12880	Horror	1	BMAN	well...	1.0	1
12881	Comedy	1	RICK	gary, you're quite an animal.	1.0	5
12882	Crime	0	SYKES	it ain't dead! quit saying that shit! numtoknumtok.	1.0	8
12883	Animation	1	PO	oh, okay. right right. yeah, you want to get to sleep.	1.0	11
12884	Sci-Fi	1	BILL	shelby? numtoknumtok.	1.0	2
12885	Crime	1	DANIEL	don't bullshit me.	1.0	3
12886	Mystery	0	SUSAN	but you're not.  you're somewhere else.  you're someone else --	1.0	10
12887	Action	1	PADRE	no time for that now. you need to see this. i tivo'd it earlier.	1.0	14
12888	Sci-Fi	1	LOGAN	let's have sex.  i thought you were curious.	1.0	8
12889	Crime	0	MADOLYN	death is hard. life is much easier.	1.0	7
12890	Drama	1	DEVEREAUX	-- and his name is haddad?	1.0	6
12891	Drama	1	SAYER	* me?	1.0	2
12892	Crime	1	WILLY	i mean, why would you? nobody's going to be looking at his gun.	1.0	13
12893	Crime	0	NADIA	i wasn't saying anything.	1.0	4
12894	Crime	1	JULIAN	what's he saying?	1.0	3
12895	Mystery	0	MARY	" that's funny. ""simon says""."	1.0	4
12896	Drama	1	BOB	sure.	1.0	1
12897	Fantasy	0	KATE	sort of. my brother.	1.0	4
12898	Crime	0	KRISTA	i guess i'll have to. come on, there's one person we can go to.	1.0	14
12899	Horror	1	TREVOR	 no... just you.	1.0	3
12900	Crime	1	CARSON	he probably waited a while to pad the time -- he wanted us know the family was still alive...  ...so these crazy bastards wouldn't throw a premature shit hemorrhage, but he didn't want to call too soon, either. i say they're within numtoknumtok to numtoknumtok minutes, via surface streets, of where we last saw them.	1.0	55
12901	Drama	1	STEVE	i want to speak to miss hunsecker, please.	1.0	8
12902	Crime	1	RED	what? oh, i uh...  ...i got a cold sore, i've never got one before. i started crying.	1.0	17
12903	Crime	1	MICHAEL	...i don't think i'm wrong.  yes.	1.0	6
12904	Crime	1	ACE	they never know what hit them. and if and when...	1.0	10
12905	Romance	1	VALJEAN	you have only done your duty it's a minor sin at most. all of us have been mistaken you'll return, sir, to your post. numtoknumtok.	1.0	25
12906	Sci-Fi	0	JANET	maybe we could try it this way.	1.0	7
12907	Action	1	MCCALL	i think i can handle that one.	1.0	7
12908	Drama	1	MCCALL	 i'm okay. korda... went down the side of the building...	1.0	10
12909	Adventure	1	HOOPER	i don't have it.	1.0	4
12910	Romance	0	ALISON	yes! you look amazing.	1.0	4
12911	Comedy	1	GONZO	you cheap honky sonofabitch...	1.0	4
12912	Drama	0	SKEETER	momma, god doesn't care what day of the week it is. numtoknumtok.	0.0	12
12913	Adventure	1	RAINEY	alex of the hat.	0.0	4
12914	Mystery	0	ALLISON	daddy!  come on, a name.	0.0	5
12915	Romance	0	MAY	would anyone like a juice? charlie, did i tell you, we bought a juice tiger?	1.0	15
12916	Crime	1	BILL	that, no one ever calls me.	1.0	6
12917	Comedy	1	BUD	i have a vague idea.	1.0	5
12918	Drama	1	PAUL	i work in a bakery.	1.0	5
12919	Sci-Fi	0	RACHEL	i don't want to go by myself.	1.0	7
12920	Horror	1	HANK	 no way. monday's my night off. come back tomorr...	1.0	9
12921	Crime	1	GILES	let me tell you about our operation. we like personality authors. people the public recognises. celebrity's what sells books. we can always find someone to do the writing. first, we need the face. then the concept.  right now i'm looking for a soccer novel. something where a tycoon buys a lousy team and takes it to the top. seven figure transfer fees. corruption all down the line. violence on and off the pitch. it. a couple of pages.  the pitch. steroids. got any concepts? it could be a thug story. i tell you what. why don't you think about it. a couple of pages.  with plenty of sex, of course.	1.0	110
12922	Drama	0	RANDI	try? for me.	1.0	3
12923	Romance	1	QUOYLE	once i was past the shelter of the lee shore, and into the real wind. i realized my mistake.	1.0	19
12924	Sci-Fi	1	BEN	he does the talking.  i do the walking.  got it?	1.0	10
12925	Romance	0	OLIVE	 i don't know.  just promise me one thing.	1.0	8
12926	Horror	0	KAREN	well, don't worry. just get over here.	1.0	7
12927	Crime	0	JENNA	but you're going to find out who did it, right?	1.0	10
12928	Drama	1	HARRY	no, if i rest any longer, i won't sleep tonight. may i use your bathroom to wash up a bit?	1.0	20
